Delivery Note/Sales Invoice,
Delivery Notes {0} must be cancelled before cancelling this Sales Order,
Delivery Status,Szállítás állapota
Delivery Time,Szállítási idő
Delivery To,
Department,Részleg
Department Stores,
Depends on LWP,
Depreciation,
Description,Leírás
Description HTML,HTML leírás
Description of a Job Opening,
Designation,Titulus
Designer,
Detailed Breakup of the totals,
Details,Részletek
Difference (Dr - Cr),
Difference Account,
"Difference Account must be a 'Liability' type account, since this Stock Reconciliation is an Opening Entry",
Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,
Direct Expenses,
Direct Income,
Disable,Tiltva
Disable Rounded Total,Kerekített összesen elrejtése
Disabled,Tiltva
Discount,
Discount  %,%  kedvezmény
Discount %,% kedvezmény
Discount (%),% kedvezmény
Discount Amount,Kedvezmény összege
"Discount Fields will be available in Purchase Order, Purchase Receipt, Purchase Invoice",
Discount Percentage,Engedmény százaléka
Discount Percentage can be applied either against a Price List or for all Price List.,
Discount must be less than 100,
Discount(%),
Dispatch,
Display all the individual items delivered with the main items,
Distinct unit of an Item,
Distribution,Nagykereskedelem
Distribution Id,
Distribution Name,
Distributor,Nagykereskedő
Divorced,Elvált
Do Not Contact,
Do not show any symbol like $ etc next to currencies.,
Do really want to unstop production order: ,
Do you really want to STOP ,
Do you really want to STOP this Material Request?,
Do you really want to Submit all Salary Slip for month {0} and year {1},
Do you really want to UNSTOP ,
Do you really want to UNSTOP this Material Request?,
Do you really want to stop production order: ,
Doc Name,
Doc Type,
Document Description,Dokumentum leírása
Document Type,Dokumentum típusa
Documents,Dokumentumok
Domain,Terület
Don't send Employee Birthday Reminders,
Download Materials Required,Anyagszükséglet letöltése
Download Reconcilation Data,
Download Template,Sablon letöltése
Download a report containing all raw materials with their latest inventory status,
"Download the Template, fill appropriate data and attach the modified file.",
"Download the Template, fill appropriate data and attach the modified file.
All dates and employee combination in the selected period will come in the template, with existing attendance records",
Dr,
Draft,Vázlat
Dropbox,
Dropbox Access Allowed,
Dropbox Access Key,
Dropbox Access Secret,
Due Date,Határidő
Due Date cannot be after {0},A határidő nem lehet {0} utáni
Due Date cannot be before Posting Date,A határidő nem lehet a rögzítés dátuma előtti
Duplicate Entry. Please check Authorization Rule {0},
Duplicate Serial No entered for Item {0},
Duplicate entry,
Duplicate row {0} with same {1},
Duties and Taxes,
ERPNext Setup,
Earliest,
Earnest Money,
Earning,Kereset
Earning & Deduction,Kereset és levonás
Earning Type,Kereset típusa
Earning1,Kereset
Edit,Szerkesztés
Edu. Cess on Excise,
Edu. Cess on Service Tax,
Edu. Cess on TDS,
Education,
Educational Qualification,Iskolai végzettségek
Educational Qualification Details,Iskolai végzettségek adatai
Eg. smsgateway.com/api/send_sms.cgi,
Either debit or credit amount is required for {0},
Either target qty or target amount is mandatory,
Either target qty or target amount is mandatory.,
Electrical,
Electricity Cost,
Electricity cost per hour,
Electronics,
Email,
Email Digest,Összefoglaló email
Email Digest Settings,Email összefoglaló beállításai
Email Digest: ,
Email Id,Email cím
"Email Id where a job applicant will email e.g. ""jobs@example.com""",
Email Notifications,Email értesítések
Email Sent?,Email elküldve
Email Settings for Outgoing and Incoming Emails.,
"Email id must be unique, already exists for {0}",
Email ids separated by commas.,
"Email settings for jobs email id ""jobs@example.com""",
"Email settings to extract Leads from sales email id e.g. ""sales@example.com""",
Emergency Contact,
Emergency Contact Details,
Emergency Phone,
Employee,Dolgozó
Employee Birthday,Dolgozó születésnapja
Employee Details,Dolgozó részletei
Employee Education,Dolgozói képzés
Employee External Work History,A Dolgozó korábbi munkahelyei
Employee Information,Dolgozói információk
Employee Internal Work History,A Dolgozó cégen belüli mozgása
Employee Internal Work Historys,
Employee Leave Approver,
Employee Leave Balance,
Employee Name,Dolgozó neve
Employee Number,Dolgozó száma
Employee Records to be created by,
Employee Settings,
Employee Type,Munkaviszony típusa
Employee can not be changed,
"Employee designation (e.g. CEO, Director etc.).",
Employee master.,
Employee record is created using selected field. ,
Employee records.,
Employee relieved on {0} must be set as 'Left',
Employee {0} has already applied for {1} between {2} and {3},
Employee {0} is not active or does not exist,
Employee {0} was on leave on {1}. Cannot mark attendance.,
Employees Email Id,Dolgozó emailcíme
Employment Details,Dolgozói részletek
Employment Type,Dolgozó típusa
Enable / disable currencies.,
Enabled,Engedélyezve
Encashment Date,
End Date,Határidő
End Date can not be less than Start Date,
End date of current invoice's period,
End date of current order's period,
End of Life,Felhasználhatósági idő
Energy,
Engineer,
Enter Verification Code,
Enter campaign name if the source of lead is campaign.,
Enter department to which this Contact belongs,
Enter designation of this Contact,
"Enter email id separated by commas, invoice will be mailed automatically on particular date","Vesszővel elválasztva kell felsorolni az emailcímeket, ahova a számla automatikusan elküldésre kerül az adott időpontban"
"Enter email id separated by commas, order will be mailed automatically on particular date",
Enter items and planned qty for which you want to raise production orders or download raw materials for analysis.,
Enter name of campaign if source of enquiry is campaign,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)",
Enter the company name under which Account Head will be created for this Supplier,
Enter url parameter for message,
Enter url parameter for receiver nos,
Entertainment & Leisure,
Entertainment Expenses,
Entries,
Entries against ,
Entries are not allowed against this Fiscal Year if the year is closed.,
Equity,
Error: {0} > {1},
Estimated Material Cost,Becsült anyagköltség
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:",
Everyone can read,Akárki elolvashatja
"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.",
Exchange Rate,Átváltási arány
Excise Duty 10,
Excise Duty 14,
Excise Duty 4,
Excise Duty 8,
Excise Duty @ 10,
Excise Duty @ 14,
Excise Duty @ 4,
Excise Duty @ 8,
Excise Duty Edu Cess 2,
Excise Duty SHE Cess 1,
Excise Page Number,
Excise Voucher,Jövedéki bizonylat
Execution,
Executive Search,
Exhibition,Kiállítás
Existing Customer,Meglévő vevő
Exit,Kilépés
Exit Interview Details,
Expected,
Expected Completion Date can not be less than Project Start Date,
Expected Date cannot be before Material Request Date,
Expected Delivery Date,Várható szállítás dátuma
Expected Delivery Date cannot be before Purchase Order Date,
Expected Delivery Date cannot be before Sales Order Date,
Expected End Date,Várható befejezés dátuma
Expected Start Date,Várható indulás dátuma
Expected balance as per bank,
Expense,
Expense / Difference account ({0}) must be a 'Profit or Loss' account,
Expense Account,
Expense Account is mandatory,
Expense Approver,
Expense Claim,Béremelési igény
Expense Claim Approved,Béremelési igény jóváhagyva
Expense Claim Approved Message,Jóváhagyott igény indoklása
Expense Claim Detail,Béremelés részlete
Expense Claim Details,Béremelés részletei
Expense Claim Rejected,Béremelési igény elutasítva
Expense Claim Rejected Message,Elutasított igény indoklása
Expense Claim Type,Béremelési igény típusa
Expense Claim has been approved.,
Expense Claim has been rejected.,
Expense Claim is pending approval. Only the Expense Approver can update status.,
Expense Date,Igénylés dátuma
Expense Details,Igénylés részletei
Expense Head,
Expense account is mandatory for item {0},
Expense or Difference account is mandatory for Item {0} as it impacts overall stock value,
Expenses,
Expenses Booked,
Expenses Included In Valuation,
Expenses booked for the digest period,
Expired,
Expiry,
Expiry Date,
Exports,
External,Külső
Extract Emails,
FCFS Rate,
Failed: ,
Family Background,Családi háttér
Fax,
Features Setup,Funkciók beállítása
Feed,
Feed Type,
Feedback,
Feladatok,
Feladatok listája,
Female,Nő
Fetch exploded BOM (including sub-assemblies),
"Field available in Delivery Note, Quotation, Sales Invoice, Sales Order",
Files Folder ID,
Fill the form and save it,
Filter based on customer,
Filter based on item,
Financial / accounting year.,
Financial Analytics,Pénzügyi analítika
Financial Chart of Accounts. Imported from file.,
Financial Services,
Financial Year End Date,
Financial Year Start Date,
Finished Goods,
First Name,Vezetéknév
First Responded On,Első válasz időpontja
Fiscal Year,Pénzügyi év
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},
Fiscal Year Start Date and Fiscal Year End Date cannot be more than a year apart.,
Fiscal Year Start Date should not be greater than Fiscal Year End Date,
Fiscal Year {0} not found.,
Fixed Asset,
Fixed Assets,
Fixed Cycle Cost,
Fold,
Follow via Email,
"Following table will show values if items are sub - contracted. These values will be fetched from the master of ""Bill of Materials"" of sub - contracted items.",
Food,
"Food, Beverage & Tobacco",
"For 'Sales BOM' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Sales BOM' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",
For Company,Cégnek
For Employee,Dolgozónak
For Employee Name,
For Price List,Ezen árlistán
For Production,
For Reference Only.,
For Sales Invoice,
For Server Side Print Formats,
For Supplier,
For Warehouse,Ebbe a raktárba
For Warehouse is required before Submit,
"For e.g. 2012, 2012-13",
For reference,
For reference only.,
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes",
"For {0}, only credit entries can be linked against another debit entry",
"For {0}, only debit entries can be linked against another credit entry",
Fraction,
Fraction Units,
Freeze Stock Entries,Készlet zárolás
Freeze Stocks Older Than [Days],
Freight and Forwarding Charges,
Friday,Péntek
From,Ettől
From Bill of Materials,Anyagjegyzékből
From Company,Cégtől
From Currency,
From Currency and To Currency cannot be same,
From Customer,
From Customer Issue,
From Date,Dátumtól
From Date cannot be greater than To Date,
From Date must be before To Date,
From Date should be within the Fiscal Year. Assuming From Date = {0},
From Datetime,
From Delivery Note,Áthozás fuvarlevélből
From Employee,Dolgozótól
From Lead,Célponttól
From Maintenance Schedule,
From Material Request,
From Opportunity,
From Package No.,
From Purchase Order,
From Purchase Receipt,
From Quotation,
From Sales Order,Áthozás értékesítési megrendelésből
From Supplier Quotation,
From Time,Időtől
From Value,Értéktől
From and To dates required,
From value must be less than to value in row {0},
Frozen,Zárolt
Frozen Accounts Modifier,
Fulfilled,
Full Name,Teljes név
Full-time,
Fully Billed,
Fully Completed,Teljesen kész
Fully Delivered,
Furniture and Fixture,
Further accounts can be made under Groups but entries can be made against Ledger,
"Further accounts can be made under Groups, but entries can be made against Ledger",
Further nodes can be only created under 'Group' type nodes,
GL Entry,
Gantt Chart,Gantt diagram
Gantt chart of all tasks.,Minden feladat egy Gantt diagrammon.
Gender,Neme
General,Általános
General Ledger,Főkönyvi számla
General Settings,Általános beállítások
Generate Description HTML,HTML leírás generálása
Generate Material Requests (MRP) and Production Orders.,
Generate Salary Slips,Bérlap generálása
Generate Schedule,Ütemezés generálása
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.",
Generates HTML to include selected image in the description,
Get Advances Paid,Kifizetett előlegek átmásolása
Get Advances Received,Befogadott előlegek átmásolása
Get Current Stock,
Get Items,Tételek áthozása
Get Items From Purchase Receipts,
Get Items From Sales Orders,
Get Items from BOM,
Get Last Purchase Rate,
Get Outstanding Invoices,
Get Outstanding Vouchers,
Get Relevant Entries,
Get Sales Orders,
Get Specification Details,
Get Stock and Rate,
Get Template,
Get Terms and Conditions,
Get Unreconciled Entries,
Get Weekly Off Dates,
"Get valuation rate and available stock at source/target warehouse on mentioned posting date-time. If serialized item, please press this button after entering serial nos.",
Global Defaults,Általános beállítások
Global POS Setting {0} already created for company {1},
Global Settings,Globális beállítások
"Go to the appropriate group (usually Application of Funds > Current Assets > Bank Accounts and create a new Account Ledger (by clicking on Add Child) of type ""Bank""",
"Go to the appropriate group (usually Source of Funds > Current Liabilities > Taxes and Duties and create a new Account Ledger (by clicking on Add Child) of type ""Tax"" and do mention the Tax rate.",
Goal,Cél
Goals,Célok
Goods received from Suppliers.,
Google Drive,
Google Drive Access Allowed,
Government,
Graduate,Diplomás
Grand Total,Nagy összesen
Grand Total (Company Currency),
"Grid """,
Grocery,
Gross Margin %,Bruttó haszon %
Gross Margin Value,Bruttó haszon érték
Gross Pay,Bruttó fizetés
Gross Pay + Arrear Amount +Encashment Amount - Total Deduction,
Gross Profit,Bruttó haszon
Gross Profit %,
Gross Profit (%),
Gross Weight,Bruttó súly
Gross Weight UOM,
Group,Csoport
Group Node,
Group by Account,
Group by Voucher,
Group or Ledger,Csoport vagy főkönyv
Groups,Csoportok
Guest,
HR Manager,
HR Settings,Munkaügyi beállítások
HR User,
HTML / Banner that will show on the top of product list.,
Half Day,Félnap
Half Yearly,Félévente
Half-yearly,Félévente
Happy Birthday!,Boldog születésnapot!
Hardware,
Has Batch No,Lesz kötegszáma?
Has Child Node,
Has Serial No,Lesz sorozatszáma?
Head of Marketing and Sales,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,
Health Care,
Health Concerns,
Health Details,Egészségügyi adatok
Held On,
Help HTML,HTML Súgó
"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")",
"Here you can maintain family details like name and occupation of parent, spouse and children",
"Here you can maintain height, weight, allergies, medical concerns etc",
Hide Currency Symbol,Pénznem szimbólumának elrejtése
High,Magas
History In Company,Előzmények a cégnél
Hold,Felfüggesztve
Holiday,Szabadnap
Holiday List,Szabadnapok listája
Holiday List Name,
Holiday master.,
Holidays,Szabadnapok
Home,Kezdő oldal
Host,
"Host, Email and Password required if emails are to be pulled",
Hour,óra
Hour Rate,
Hour Rate Labour,
Hours,
How Pricing Rule is applied?,
How frequently?,
"How should this currency be formatted? If not set, will use system defaults",
Human Resources,Emberi erőforrások
"Ide írd be a fájl vagy fájlok elérési útvonalát. Enterrel elválasztva egymás alá több útvonalat is beírhatsz. (Pl.:
p:\Fejlesztési adatbázis\K+F\Projekt 01 (ZENIT sugarzok hatásfok növelés)\)",
Identification of the package for the delivery (for print),
If Income or Expense,
If Monthly Budget Exceeded,
"If Supplier Part Number exists for given Item, it gets stored here",
If Yearly Budget Exceeded,
"If checked, BOM for sub-assembly items will be considered for getting raw materials. Otherwise, all sub-assembly items will be treated as a raw material.",
"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day",
"If checked, the tax amount will be considered as already included in the Print Rate / Print Amount",
If different than customer address,
"If disable, 'Rounded Total' field will not be visible in any transaction","Ha kikapcsolod, a 'Kerekített összesen' mező nem fog látszódni sehol sem"
"If enabled, the system will post accounting entries for inventory automatically.",
If more than one package of the same type (for print),
"If multiple Pricing Rules continue to prevail, users are asked to set Priority manually to resolve conflict.",
"If no change in either Quantity or Valuation Rate, leave the cell blank.",
"If not checked, the list will have to be added to each Department where it has to be applied.",
"If selected Pricing Rule is made for 'Price', it will overwrite Price List. Pricing Rule price is the final price, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.",
"If specified, send the newsletter using this email address",
"If the account is frozen, entries are allowed to restricted users.",
"If this Account represents a Customer, Supplier or Employee, set it here.",
"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.",
If you follow Quality Inspection. Enables Item QA Required and QA No in Purchase Receipt,
If you have Sales Team and Sale Partners (Channel Partners)  they can be tagged and maintain their contribution in the sales activity,
"If you have created a standard template in Purchase Taxes and Charges Master, select one and click on the button below.",
"If you have created a standard template in Sales Taxes and Charges Master, select one and click on the button below.",
"If you have long print formats, this feature can be used to split the page to be printed on multiple pages with all headers and footers on each page",
If you involve in manufacturing activity. Enables Item 'Is Manufactured',
Ignore,Mellőz
Ignore Pricing Rule,
Ignored: ,
Image,Kép
Image View,Kép nézet
Implementation Partner,Kivitelező partner
Import Attendance,
Import Failed!,
Import Log,Importálás naplója
Import Successful!,
Imports,Importálás
In Hours,Órákban
In Process,
In Qty,
In Stock,
In Words,Szavakkal
In Words (Company Currency),
In Words (Export) will be visible once you save the Delivery Note.,
In Words will be visible once you save the Delivery Note.,
In Words will be visible once you save the Purchase Invoice.,
In Words will be visible once you save the Purchase Order.,
In Words will be visible once you save the Purchase Receipt.,
In Words will be visible once you save the Quotation.,
In Words will be visible once you save the Sales Invoice.,
In Words will be visible once you save the Sales Order.,
Incentives,
Include Reconciled Entries,
Include holidays in Total no. of Working Days,
Income,
Income / Expense,
Income Account,
Income Booked,
Income Tax,
Income Year to Date,
Income booked for the digest period,
Incoming,Bejövő
Incoming Rate,
Incoming quality inspection.,
Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,
Incorrect or Inactive BOM {0} for Item {1} at row {2},
Indicates that the package is a part of this delivery (Only Draft),
Indirect Expenses,
Indirect Income,
Individual,Magánszemély
Industry,Ipar
Industry Type,Iparág
Inspected By,Megvizsgálta
Inspection Criteria,Vizsgálati kritériumok
Inspection Required,Minőség-ellenőrzés szükséges
Inspection Type,Vizsgálat típusa
Installation Date,Telepítés dátuma
Installation Note,Telepítési feljegyzés
Installation Note Item,Telepítési feljegyzés elemei
Installation Note {0} has already been submitted,
Installation Status,Telepítési állapot
Installation Time,Telepítés időpontja
Installation date cannot be before delivery date for Item {0},
Installation record for a Serial No.,
Installed Qty,Telepített mennyiség
Instructions,Utasítások
Interested,
Intern,
Internal,Belső
Internet Publishing,
Introduction,
Invalid Barcode,
Invalid Barcode or Serial No,
Invalid Mail Server. Please rectify and try again.,
Invalid Master Name,
Invalid User Name or Support Password. Please rectify and try again.,
Invalid quantity specified for item {0}. Quantity should be greater than 0.,
Inventory,Raktározás
Inventory & Support,
Investment Banking,
Investments,
Invoice,
Invoice Date,
Invoice Details,
Invoice No,
Invoice Number,
Invoice Type,
Invoice/Journal Voucher Details,
Invoiced Amount,
Invoiced Amount (Exculsive Tax),
Is Active,Aktív?
Is Advance,Ez előleg?
Is Cancelled,ez törölve
Is Carry Forward,
Is Default,
Is Encash,
Is Fixed Asset Item,
Is LWP,
Is Opening,Ez nyitó tétel?
Is Opening Entry,Ez nyitó tétel?
Is POS,
Is Primary Contact,
Is Purchase Item,Beszerzendő tétel?
Is Recurring,
Is Sales Item,Eladható tétel?
Is Service Item,
Is Stock Item,Raktározandó anyag?
Is Sub Contracted Item,Alvállalkozó által feldolgozandó?
Is Subcontracted,
Is this Tax included in Basic Rate?,
Issue,Probléma
Issue Date,Probléma dátuma
Issue Details,Probléma részletei
Issued Items Against Production Order,Gyártás rendelést akadályozó problémák
It can also be used to create opening stock entries and to fix stock value.,
Item,Tétel
Item #{0}: Ordered qty can not less than item's minimum order qty (defined in item master).,
Item Advanced,
Item Barcode,Anyag vonalkódja
Item Batch Nos,Anyag kötegszáma
Item Classification,
Item Code,Anyag kódja
Item Code > Item Group > Brand,
Item Code and Warehouse should already exist.,
Item Code cannot be changed for Serial No.,
Item Code is mandatory because Item is not automatically numbered,
Item Code required at Row No {0},
Item Customer Detail,A cikk vevőjének részletei
Item Description,Az anyag leírása
Item Desription,Az anyag leírása
Item Details,Az anyag részletei
Item Group,Anyag csoport
Item Group Name,Anyagcsoport neve
Item Group Tree,Tétel csoportfa
Item Group not mentioned in item master for item {0},
Item Groups in Details,Az anyagcsoport részletei
Item Image (if not slideshow),
Item Name,Az anyag neve
Item Naming By,Anyag elnevezés típusa
Item Price,Az anyag ára
Item Prices,Anyagárak
Item Quality Inspection Parameter,Anyag minőségi vizsgálatának részletei
Item Reorder,Anyag újrarendelés
Item Row {0}: Purchase Receipt {1} does not exist in above 'Purchase Receipts' table,
Item Serial No,Anyag-sorozatszám
Item Serial Nos,Anyag-sorozatszámok
Item Shortage Report,
Item Supplier,Anyagbeszállító
Item Supplier Details,Anyagbeszállító adatai
Item Tax,Az anyag adójának típusa
Item Tax Amount,Az anyag adójának értéke
Item Tax Rate,Az anyag adójának mértéke
Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,
Item Tax1,
Item To Manufacture,Anyag gyártáshoz
Item UOM,Az anyag mennyiségi egysége
Item Website Specification,Az anyag weboldala
Item Website Specifications,Az anyag weboldalai
Item Wise Tax Detail,
Item Wise Tax Detail ,
Item is required,
Item is updated,
Item master.,
"Item must be a purchase item, as it is present in one or many Active BOMs",
Item must be added using 'Get Items from Purchase Receipts' button,
Item or Warehouse for row {0} does not match Material Request,
Item table can not be blank,Az Anyagok rész nem lehet üres
Item to be manufactured or repacked,
Item valuation rate is recalculated considering landed cost voucher amount,
Item valuation updated,
Item will be saved by this name in the data base.,
Item {0} appears multiple times in Price List {1},
Item {0} does not exist,
Item {0} does not exist in the system or has expired,
Item {0} does not exist in {1} {2},
Item {0} has already been returned,
Item {0} has been entered multiple times against same operation,
Item {0} has been entered multiple times with same description or date,
Item {0} has been entered multiple times with same description or date or warehouse,
Item {0} has been entered twice,
Item {0} has reached its end of life on {1},
Item {0} ignored since it is not a stock item,
Item {0} is cancelled,{0} elem törölve
Item {0} is not Purchase Item,
Item {0} is not a serialized Item,
Item {0} is not a stock Item,
Item {0} is not active or end of life has been reached,
Item {0} is not setup for Serial Nos. Check Item master,
Item {0} is not setup for Serial Nos. Column must be blank,
Item {0} must be Sales Item,
Item {0} must be Sales or Service Item in {1},
Item {0} must be Service Item,
Item {0} must be a Purchase Item,
Item {0} must be a Sales Item,
Item {0} must be a Service Item.,
Item {0} must be a Sub-contracted Item,
Item {0} must be a stock Item,
Item {0} must be manufactured or sub-contracted,
Item {0} not found,
Item {0} with Serial No {1} is already installed,
Item {0} with same description entered twice,
"Item, Warranty, AMC (Annual Maintenance Contract) details will be automatically fetched when Serial Number is selected.",
Item-wise Price List Rate,
Item-wise Purchase History,
Item-wise Purchase Register,
Item-wise Sales History,
Item-wise Sales Register,
"Item: {0} managed batch-wise, can not be reconciled using \
					Stock Reconciliation, instead use Stock Entry",
Item: {0} not found in the system,
Items,Anyagok
Items To Be Requested,
Items required,
"Items to be requested which are ""Out of Stock"" considering all warehouses based on projected qty and minimum order qty",
Items which do not exist in Item master can also be entered on customer's request,
Itemwise Discount,
Itemwise Recommended Reorder Level,
Job Applicant,Állásra pályázó
Job Opening,Nyitott állás
Job Profile,
Job Title,
"Job profile, qualifications required etc.",
Jobs Email Settings,Állás levelezéseinek beállításai
Journal Entries,Könyvelési tételek
Journal Entry,Könyvelési tétel
Journal Voucher,Könyvelési bizonylat
Journal Voucher Detail,Könyvelési bizonylat adatai
Journal Voucher Detail No,
Journal Voucher {0} does not have account {1} or already matched against other voucher,
"Journal Voucher {0} is linked against Order {1}, hence it must be fetched as advance in Invoice as well.",
Journal Vouchers {0} are un-linked,
Kapcsolódó dokumentumok útvonala,
"Keep Track of Sales Campaigns. Keep track of Leads, Quotations, Sales Order etc from Campaigns to gauge Return on Investment. ",
Keep a track of communication related to this enquiry which will help for future reference.,
Keep it web friendly 900px (w) by 100px (h),
Key Performance Area,Teljesítménymutató terület
Key Responsibility Area,Felelősségi terület
Kg,
LR Date,
LR No,
Label,Felirat
Landed Cost Help,
Landed Cost Item,
Landed Cost Purchase Receipt,
Landed Cost Taxes and Charges,
Landed Cost Voucher,
Landed Cost Voucher Amount,
Language,Nyelv
Last Name,Keresztnév
Last Order Amount,
Last Purchase Rate,Utolsó beszerzési ár
Last Sales Order Date,
Latest,
Lead,Célpont
Lead Details,Célpont adatai
Lead Id,Célpont ID
Lead Name,Célpont neve
Lead Owner,Célpont tulajdonosa
Lead Source,Célpont forrása
Lead Status,Célpont állapota
Lead Time Date,Átfutási idő dátuma
Lead Time Days,Átfutási idő napokban
Lead Time days is number of days by which this item is expected in your warehouse. This days is fetched in Material Request when you select this item.,
Lead Type,Célpont típusa
Lead must be set if Opportunity is made from Lead,
Leave Allocation,Szabadság lefoglalása
Leave Allocation Tool,Szabadság Lefoglaló Eszköz
Leave Application,Szabadságok
Leave Approver,
Leave Approvers,
Leave Balance Before Application,
Leave Block List,
Leave Block List Allow,
Leave Block List Allowed,
Leave Block List Date,
Leave Block List Dates,
Leave Block List Name,
Leave Blocked,
Leave Control Panel,
Leave Encashed?,
Leave Encashment Amount,
Leave Type,Szabadság típusa
Leave Type Name,
Leave Without Pay,
Leave application has been approved.,
Leave application has been rejected.,
Leave approver must be one of {0},
Leave blank if considered for all branches,
Leave blank if considered for all departments,
Leave blank if considered for all designations,
Leave blank if considered for all employee types,
"Leave can be approved by users with Role, ""Leave Approver""",
Leave of type {0} cannot be longer than {1},
Leaves Allocated Successfully for {0},
Leaves for type {0} already allocated for Employee {1} for Fiscal Year {0},
Leaves must be allocated in multiples of 0.5,
Ledger,
Ledgers,
Left,Elment
Legal,
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,
Legal Expenses,
Letter Head,Levél fejléc
Letter Heads for print templates.,
Level,Szint
Lft,
Liability,
Link,
List a few of your customers. They could be organizations or individuals.,
List a few of your suppliers. They could be organizations or individuals.,
List items that form the package.,
List of users who can edit a particular Note,
List this Item in multiple groups on the website.,
"List your products or services that you buy or sell. Make sure to check the Item Group, Unit of Measure and other properties when you start.",
"List your tax heads (e.g. VAT, Excise; they should have unique names) and their standard rates. This will create a standard template, which you can edit and add more later.",
Loading...,Betöltés...
Loans (Liabilities),
Loans and Advances (Assets),
Local,
"Log of Activities performed by users against Tasks that can be used for tracking time, billing.",
Login,Belépés
Login with your new User ID,
Logo,
Logo and Letter Heads,
Lost,
Lost Reason,
Low,Alacsony
Lower Income,
MTN Details,
Main,
Main Reports,Fő jelentések
Maintain Same Rate Throughout Sales Cycle,
Maintain same rate throughout purchase cycle,
Maintenance,Karbantartás
Maintenance Date,Karbantartás dátuma
Maintenance Details,Karbantartás részletei
Maintenance Manager,
Maintenance Schedule,Karbantartás ütemezése
Maintenance Schedule Detail,Karbantartás ütemezésének részletei
Maintenance Schedule Item,Karbantartandó eszköz
Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',
Maintenance Schedule {0} exists against {0},
Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,
Maintenance Schedules,Karbantartási ütemezesék
Maintenance Status,Karbantartás állapota
Maintenance Time,Karbantartási idő
Maintenance Type,Karbantartás típusa
Maintenance User,
Maintenance Visit,Karbantartási látogatás
Maintenance Visit Purpose,Karbantartási látogatás célja
Maintenance Visit {0} must be cancelled before cancelling this Sales Order,
Maintenance start date can not be before delivery date for Serial No {0},
Major/Optional Subjects,
Make ,
Make Accounting Entry For Every Stock Movement,
Make Bank Voucher,
Make Credit Note,
Make Debit Note,
Make Delivery,
Make Difference Entry,Különbözeti bejegyzés generálása
Make Excise Invoice,
Make Installation Note,
Make Invoice,Számla készítése
Make Journal Voucher,
Make Maint. Schedule,Karbant. ütemezés készítése
Make Maint. Visit,Karbant. látogatás készítése
Make Maintenance Visit,Karbant. látogatás készítése
Make Packing Slip,Csomagjegy készítése
Make Payment,
Make Payment Entry,
Make Purchase Invoice,Beszerzési számla készítése
Make Purchase Order,Beszerzési rendelés készítése
Make Purchase Receipt,
Make Salary Slip,Bérlap készítése
Make Salary Structure,
Make Sales Invoice,Értékesítési számla készítése
Make Sales Order,Értékesítési megrendelés készítése
Make Supplier Quotation,Beszállítói ajánlat készítése
Make Time Log Batch,
Make new POS Setting,
Male,Férfi
Manage Customer Group Tree.,
Manage Sales Partners.,
Manage Sales Person Tree.,
Manage Territory Tree.,
Manage cost of operations,
Management,
Manager,
"Mandatory if Stock Item is ""Yes"". Also the default warehouse where reserved quantity is set from Sales Order.",
Manufacture,
Manufacture against Sales Order,
Manufactured Item,
Manufactured Qty,Gyártott menny.
Manufactured quantity will be updated in this warehouse,
Manufactured quantity {0} cannot be greater than planned quanitity {1} in Production Order {2},
Manufacturer,Gyártó cég
Manufacturer Part Number,Gyártó cikkszáma
Manufacturing,Gyártás
Manufacturing Manager,
Manufacturing Quantity,Gyártandó mennyiség
Manufacturing Quantity is mandatory,
Manufacturing User,
Margin,Margó
Marital Status,Családi állapot
Market Segment,Piaci rész
Marketing,
Marketing Expenses,
Married,Házas
Mass Mailing,Tömeges email
Master Name,
Master Name is mandatory if account type is Warehouse,
Master Type,
Masters,Fő adatok
Match non-linked Invoices and Payments.,
Material Issue,Anyag probléma
