Post Topic,
Post already exists. Cannot add again!,"A poszt már létezik, nem rakható ki ismét!"
Post does not exist. Please add post!,
Post to user,Küldés a felhasználónak
Posts,
Precision,
Precision should be between 1 and 6,
Press Esc to close,
Previous Record,Előző sor
Primary,Elsődleges
Print,Nyomtatás
Print Format,Nyomtatvány sablon
Print Format Help,
Print Format Type,Nyomtatvány sablon típusa
Print Format {0} does not exist,
Print Format {0} is disabled,
Print Hide,
Print Settings,Nyomtatás beállítások
Print Style,Nyomtatványok stílusa
Print Style Preview,Nyomtatvány stílus előnézet
Print Width,
"Print Width of the field, if the field is a column in a table",
"Print with Letterhead, unless unchecked in a particular Document",
Print...,Nyomtatás...
Printing and Branding,Nyomtatás és márkaépítés
Priority,Prioritás
Private,Magán
Properties,Tulajdonságok
Property,Tulajdonság
Property Setter,Tulajdonságbeállító
Property Setter overrides a standard DocType or Field property,
Property Type,
Public,Nyilvános
Published,Közzétett
Published On,Közzétette
Published on website at: {0},
Pull Emails from the Inbox and attach them as Communication records (for known contacts).,
Query,Lekérdezés
Query Options,
Query Report,
Query must be a SELECT,
Quick Help for Setting Permissions,Segítség a jogosultság beállításaihoz
Quick Help for User Permissions,
Re-open,
Read,Olvasás
Read Only,Csak olvasható
Received,Kapott
Recipient,Címzett
Recipients,Címzettek
Record does not exist,
Reduce indent (Shift+Tab),
Ref DocType,
Ref Name,Hivatkozott tétel
Ref Type,Hivatkozás típusa
Reference,Kapcsolat
Reference DocName,
Reference DocType,
Reference Name,Hivatkozott tétel
Reference Type,Hivatkozás típusa
Refresh,Frissítés
Refresh Form,
Refreshing...,Frissítés...
Registered but disabled.,"Regisztrált, de tiltott."
Registration Details Emailed.,Regisztrációs adatok elküldve.
Reload Page,Oldal újratöltése
Remove Bookmark,
Remove Filter,
Remove Link,
Remove all customizations?,
Removed {0},
Rename,
Rename many items by uploading a .csv file.,
Rename {0},
Rename...,Átnevezés...
Repeat On,Ismétlődik
Repeat Till,Eddig ismétlődik
Repeat this Event,Esemény ismétlése
Replies,
Report,Jelentés
Report Builder,
Report Builder reports are managed directly by the report builder. Nothing to do.,
Report Hide,
Report Manager,
Report Name,Jelentés neve
Report Type,Jelentés típusa
Report an Issue,Hiba jelentése
Report cannot be set for Single types,
Report this issue,
Report was not saved (there were errors),
Report {0} is disabled,
Represents a User in the system.,
Represents the states allowed in one document and role assigned to change the state.,
Reqd,
Reset Password,
Reset Password Key,
Reset Permissions for {0}?,
Reset to defaults,
Response,
Restore Original Permissions,
Restrict IP,IP korlátozás
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),
Right,
Role,Beosztás
Role Name,Beosztás neve
Role Permissions,
Role Permissions Manager,Beosztás jogosultság kezelő
Role and Level,
Role exists,
Roles,Beosztások
Roles Assigned,Kijelölt beosztások
Roles Assigned To User,Felhasználóhoz kötött beosztások
Roles HTML,
Roles can be set for users from their User page.,
Root {0} cannot be deleted,
Row,Sor
Row #{0}:,
Row {0}: Not allowed to enable Allow on Submit for standard fields,
Rules defining transition of state in the workflow.,
"Rules for how states are transitions, like next state and which role is allowed to change state etc.",
Run scheduled jobs only if checked,
Run the report first,
SMTP Server (e.g. smtp.gmail.com),
Sales,Értékesítés
Sales Manager,
Sales User,
Same file has already been attached to the record,
Sample,
Saturday,Szombat
Save,Mentés
Saved!,
Scheduler Log,Ütemezési napló
Script,
Script Report,
Script Type,
Script to attach to all web pages.,
Search,Keresés
Search Fields,Mezőkben keresés
Search Fields should contain valid fieldnames,
Search Filter,
Search Link,
Search in a document type,Keresés adatok között
Search or type a command,Keresés vagy parancs
Section Break,
Security,Biztonság
Security Settings,Biztonsági beállítások
Select,Választás
Select All,Mindent kijelöl
Select Attachments,
Select DocType,
Select Document Type,Válassz dokumentum típust
Select Document Type or Role to start.,
Select Document Types,
Select Document Types to set which User Permissions are used to limit access.,
Select Print Format,
Select Report Name,
Select Role,Válassz beosztást
Select To Download:,
Select Type,Válassz típust
Select User,
Select User or DocType to start.,
Select a Banner Image first.,
Select an image of approx width 150px with a transparent background for best results.,
"Select modules to be shown (based on permission). If hidden, they will be hidden for all users.",
Select or drag across time slots to create a new event.,
"Select target = ""_blank"" to open in a new page.",
Select the label after which you want to insert new field.,
Select {0},
Send,Küldés
Send Alert On,
Send As Email,
Send Email,Email küldése
Send Email Print Attachments as PDF (Recommended),
Send Me A Copy,
Send Print as PDF,Nyomtatvány küldése PDF-ben
Send alert if date matches this field's value,
Send alert if this field's value changes,
Send an email reminder in the morning,Reggel email emlékeztető küldése
Send download link of a recent backup to System Managers,
Send enquiries to this email address,
Sender,Küldő
Sent,Elküldött
Sent Mail,Elküldött email
Sent Quotation,Elküldött árajánlat
Sent or Received,Elküldött vagy kapott
Series,Sorszám
Series {0} already used in {1},{0} sorszám már használva van itt: {1}
Server,Szerver
Server & Credentials,Szerver beállítások
Server Error: Please check your server logs or contact tech support.,
Session Expired. Logging you out,Lejárt a munkamenet időkorlátja. Ki kell lépni a programból.
Session Expiry,Munkamenet lejárati ideje
Session Expiry in Hours e.g. 06:00,Munkamenet lejárati ideje órában: pl. 06:00
Session Expiry must be in format {0},
Set,
Set Banner from Image,Banner létrehozása képből
Set Link,
Set Login and Password if authentication is required.,
Set Only Once,
Set Password,Jelszó beállítása
Set Permissions on Document Types and Roles,
Set Permissions per User,
Set User Permissions,
Set Value,Érték megadása
"Set default format, page size, print style etc.",
Set non-standard precision for a Float or Currency field,
Set numbering series for transactions.,
Set outgoing mail server.,
Set the display label for the field,
"Set your background color, font and image (tiled)",
Settings,Beállítások
Settings for About Us Page.,
Settings for Contact Us Page,
Settings for Contact Us Page.,
Settings for the About Us Page,
Setup,Beállítások
Setup > User,
Setup > User Permissions Manager,
Setup Email Alert based on various criteria.,
Setup of fonts and background.,
"Setup of top navigation bar, footer and logo.",
Short Bio,Rövid életrajz
Short Name,Rövid név
Shortcut,Gyorsbillentyű
Shortcuts,
Show / Hide Modules,Modulok mutatása / elrejtése
Show Print First,
Show Tags,Címkék mutatása
Show User Permissions,
Show a description below the field,
Show or Hide Modules,
Show or hide modules globally.,
Show rows with zero values,A nulla értékű sorokat is mutassa
Show tags,Címkék mutatása
Show this field as title,
Sidebar,
Sidebar Items,
Sidebar Links for Home Page only,
Single Post (article).,
Single Types have only one record no tables associated. Values are stored in tabSingles,
Slideshow,Diabemutató
Slideshow Items,
Slideshow Name,
Slideshow like display for the website,
Small Text,Kis szöveg
Social Login Keys,Közösségi oldalak adatai
Solid background color (default light gray),
Sorry we were unable to find what you were looking for.,
Sorry you are not permitted to view this page.,
Sort By,Rendezés
Sort Field,Rendező mező
Sort Order,Rendezési sorrend
Specify a default value,
Specify the value of the field,
Sr No,
Standard,
Standard Print Format cannot be updated,
Standard Reply,Válasz sablonok
Standard Reports,Általános jelentések
Standard replies to common queries.,
Start Report For,
Start entering data below this line,
Starts on,Kezdődik
State,Állapot
States,
"States for workflow (e.g. Draft, Approved, Cancelled).","Munkafolyamat állapota (pl. vázlat, jóváhagyva, törölve)"
Status,Állapot
Step 1: Set the name and save.,
Step 2: Set Letterhead content.,
Style,Stílus
Style Settings,Stílus beállításai
"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange",
Sub-domain provided by erpnext.com,
Subdomain,
Subject,Tárgy
Submit,Leadás
Submit an Issue,
Submitted,Elküldve
Submitted Document cannot be converted back to draft. Transition row {0},
Success,Sikerült
Success Message,
Success URL,
Suggestion,Javaslat
Sunday,Vasárnap
Support Manager,
Support Team,
Switch to Website,Átváltás a weboldalra
Sync Inbox,
Syntax error in Jinja template,
System,Rendszer
System Manager,
System Settings,Rendszer beállításai
System User,Rendszer-felhasználó
System and Website Users,
System generated mails will be sent from this email id.,A rendszer által küldött levelek erről a címről mennek ki.
Table,Tábla
Table {0} cannot be empty,
Tag,Címke
Tag Name,Címke neve
Tags,Címkék
Tahoma,
Target,Cél
Tasks,feladatok
Team Members,Szervezeti felépítés
Team Members Heading,Szervezeti felépítés fejszövege
Template Path,
Test Runner,
Text,Szöveg
Text Align,Szöveg igazítása
Text Editor,Szövegszerkesztő
Text to be displayed for Link to Web Page if this form has a web page. Link route will be automatically generated based on `page_name` and `parent_website_route`,
Thank you,
Thank you for your message,
The name of your company / website as you want to appear on browser title bar. All pages will have this as the prefix to the title.,
The system provides many pre-defined roles. You can add new roles to set finer permissions.,
"The task %s, that you assigned to %s, has been closed by %s.",
"The task %s, that you assigned to %s, has been closed.",
Then By (optional),
There can be only one Fold in a form,
There should remain at least one System Manager,
There were errors,
There were errors while sending email. Please try again.,
"There were some errors setting the name, please contact the administrator",
"These permissions will apply for all transactions where the permitted record is linked. For example, if Company C is added to User Permissions of user X, user X will only be able to see transactions that has company C as a linked value.",
These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,
"These will also be set as default values for those links, if only one such permission record is defined.",
Third Party Authentication,Egyéb azonosítók megadása
"This field will appear only if the fieldname defined here has value OR the rules are true (examples): <br>
myfield
eval:doc.myfield=='My Value'<br>
eval:doc.age>18",
This form does not have any input,
This goes above the slideshow.,
This is PERMANENT action and you cannot undo. Continue?,"Ez VÉGLEGES művelet, nem lehet visszavonni! Folytatható?"
"This is a standard format. To make changes, please copy it make make a new format.",
This is permanent action and you cannot undo. Continue?,"Ez VÉGLEGES művelet, nem lehet visszavonni! Folytatható?"
This must be checked if Style Settings are applicable,
This role update User Permissions for a user,
Thursday,Csütörtök
Tile,Mozaik
Time,Idő
Time Zone,Időzóna
Timezone,Időzóna
Title,Cím
Title / headline of your page,
Title Case,
Title Field,
Title Prefix,
Title field must be a valid fieldname,
Title is required,
To,eddig
To Do,Tennivaló
"To format columns, give column labels in the query.",
"To give acess to a role for only specific records, check the 'Apply User Permissions'. User Permissions are used to limit users with such role to specific records.",
"To run a test add the module name in the route after '{0}'. For example, {1}",
ToDo,Tennivalók
Too many writes in one request. Please send smaller requests,
Top Bar,
Top Bar Background,
Top Bar Item,
Top Bar Items,
Top Bar Text,
Top Bar text and background is same color. Please change.,
Transaction,Tranzakció
Transition Rules,
Tuesday,Kedd
Tweet will be shared via your user account (if specified),
Twitter Share,
Twitter Share via,
Type,Típus
Type:,
"Unable to display this tree report, due to missing data. Most likely, it is being filtered out due to permissions.",
Unable to find attachment {0},
Unable to load: {0},
Unable to open attached file. Please try again.,Nem sikerült megnyitni a mellékletet. Próbálja meg később újra.
Unable to send emails at this time,
Unknown Column: {0},
"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.",
Unread Messages,
Unsubscribe,Leiratkozás
Unsubscribed,
Upcoming Events for Today,"A mai nap eseményei, teendői"
Update,Frissítés
Update Field,Mező frissítése
Update Value,Érték frissítése
Updated,Frissítve
Upload,feltöltés
Upload Attachment,Melléklet feltöltése
Upload CSV file containing all user permissions in the same format as Download.,
Upload User Permissions,
Upload a file,Fájl feltöltése
Upload and Import,Feltöltés és importálás
Upload and Sync,
Uploading...,Feltöltés...
Upvotes,Plusz-szavazat
Use TLS,
Use the field to filter records,
User,Felhasználó
User Cannot Create,
User Cannot Search,
User Defaults,
User ID of a Blogger,
User ID of a blog writer.,
User Image,Felhasználó képe
User Permission,
User Permission DocTypes,
User Permissions,
User Permissions Manager,Felhasználói jogosultság kezelő
User Roles,
User Tags,Felhasználó címkéi
User Type,Felhasználó típusa
"User Type ""System User"" can access Desktop. ""Website User"" can only be logged into the website and portal pages. ",
User Vote,
User editable form on Website.,
User not allowed to delete {0}: {1},
User permissions should not apply for this Link,
User {0} cannot be deleted,A {0} felhasználó nem törölhető
User {0} cannot be disabled,
User {0} cannot be renamed,
User {0} does not exist,A(z) {0} felhasználó nem létezik
UserRole,
Users,Felhasználók
Users and Permissions,Felhasználók és jogosultságok
Users with role {0}:,
Valid Login id required.,
Valid email and name required,
Value,Érték
Value Change,
Value Changed,
Value cannot be changed for {0},
Value for a check field can be either 0 or 1,Az ellenőrző mező értéke 1 vagy 0 lehet
Value missing for,
Verdana,
Verify Your Account,
Version,Verzió
Version restored,Verzió visszaállítva
View Details,Részletek
View it in your browser,
Visit,Személyesen
Warning,Vigyázat
Warning: This Print Format is in old style and cannot be generated via the API.,
"We are very sorry for this, but the page you are looking for is missing (this could be because of a typo in the address) or moved.",
Web Form,
Web Form Field,
Web Form Fields,
Web Page,Weboldal
Web Page Link Text,
Web Site Forum Page.,
Website,Webhely
Website Group,Webhely csoport
Website Manager,
Website Route,
Website Route Permission,
Website Script,Weboldal szkript
Website Settings,Webhely beállításai
Website Slideshow,Webhely diavetítés
Website Slideshow Item,
Website URL,
Website User,Webhely használó
Wednesday,Szerda
Welcome email sent,
"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.",
While uploading non English files ensure that the encoding is UTF-8.,
Width,Szélesség
Width of the input box,
Will be used in url (usually first name).,
With Groups,
With Ledgers,
With Letterhead,
Workflow,Munkafolyamat
Workflow Action,Munkafolyamat művelet
Workflow Action Master,
Workflow Action Name,Munkafolyamat művelet neve
Workflow Document State,
Workflow Document States,Munkafolyamat dokumentum állapotok
Workflow Name,Munkafolyamat neve
Workflow State,Munkafolyamat állapot
Workflow State Field,Munkafolyamat állapotmező
Workflow Transition,
Workflow Transitions,Munkafolyamat átvezetések
Workflow state represents the current state of a document.,
Workflow will start after saving.,A Munkafolyamat a mentés után kezdődik.
Write,
Write a Python file in the same folder where this is saved and return column and result.,
Write a SELECT query. Note result is not paged (all data is sent in one go).,
Write titles and introductions to your blog.,
Writers Introduction,
Year,Év
Yes,Igen
Yesterday,Tegnap
You are not allowed to create / edit reports,
You are not allowed to export the data of: {0}. Downloading empty template.,
You are not allowed to export this report,
You are not allowed to print this document,Nem nyomtathatod ki ezt a dokumentumot
You are not allowed to send emails related to this document,
You can also copy-paste this link in your browser,
You can also drag and drop attachments,Húzd és vidd módszerrel is csatolható melléklet ide
"You can change Submitted documents by cancelling them and then, amending them.",
You can only upload upto 5000 records in one go. (may be less in some cases),
You can use Customize Form to set levels on fields.,
You can use wildcard %,
You cannot install this app,Nem telepítheted ezt az alkalmazást
You don't have access to Report: {0},
You don't have permission to get a report on: {0},
You have unsaved changes in this form. Please save before you continue.,
You must login to submit this form,
You need to be logged in and have System Manager Role to be able to access backups.,
You need write permission to rename,
"You seem to have written your name instead of your email. \
					Please enter a valid email address so that we can get back.",
"Your download is being built, this may take a few moments...",
Your login id is,
Your password has been updated. Here is your new password,
[Label]:[Field Type]/[Options]:[Width],
[No Subject],[Üres a tárgy]
[Optional] Send the email X days in advance of the specified date. 0 equals same day.,
[no content],[nincs tartalom]
[unknown sender],[ismeretlen küldő]
add your own CSS (careful!),
adjust,
align-center,igazítás-középre
align-justify,igazítás-sorkizárt
align-left,igazítás-balra
align-right,igazítás-jobbra
and,és
arrow-down,nyíl-le
arrow-left,nyíl-bal
arrow-right,nyíl-jobb
arrow-up,nyíl-fel
asterisk,
backward,
ban-circle,
barcode,Vonalkód
beginning with,
bell,csengő
bold,félkövér
book,könyv
bookmark,könyvjelző
briefcase,
bullhorn,ködkűrt
calendar,Naptár
camera,
certificate,
check,
chevron-down,
chevron-left,
chevron-right,
chevron-up,chevron-up
circle-arrow-down,kör-nyíl-le
circle-arrow-left,kör-nyíl-bal
circle-arrow-right,kör-nyíl-jobb
circle-arrow-up,kör-nyíl-fel
cog,
comment,Megjegyzés
dd-mm-yyyy,nn-hh-éééé
dd.mm.yyyy,nn/hh/éééé
dd/mm/yyyy,nn/hh/éééé
download,letöltés
download-alt,
edit,Szerkesztés
eject,
envelope,boríték
exclamation-sign,felkiáltó-jel
eye-close,szem-bezárt
eye-open,szem-nyitott
facetime-video,
fast-backward,gyors-vissza
fast-forward,gyors-előre
file,Fájl
film,
filter,Szűrő
fire,
flag,
folder-close,mappa-bezárt
folder-open,mappa-nyitva
font,
forward,
fullscreen,
gift,
glass,üveg
globe,
hand-down,kéz-le
hand-left,
hand-right,kéz-jobb
hand-up,kéz-fel
hdd,
headphones,
heart,szív
home,Kezdő oldal
icon,Ikon
inbox,bejövő
indent-left,behúzás-balra
indent-right,bekezdés-jobb
info-sign,infó-jel
is not allowed.,nem engedélyezett.
italic,dőlt
leaf,levél
lft,
list,lista
list-alt,
lock,zár
lowercase,kisbetűs
magnet,
map-marker,térkép-jelölő
memcached is not working / stopped. Please start memcached for best results.,
minus,
minus-sign,mínusz-jel
mm-dd-yyyy,hh-nn-éééé
mm/dd/yyyy,hh/nn/éééé
move,
music,zene
none of,
off,ki
ok,
ok-circle,ok-kör
ok-sign,ok-jel
one of,
or,vagy
pause,szünet
pencil,
picture,kép
plane,
play,indítás
play-circle,lejátszás-kör
plus,plusz
plus-sign,plusz-jel
print,Nyomtatás
qrcode,
question-sign,kérdőjel
random,Véletlen
reference,Kapcsolat
refresh,Frissítés
remove,eltávolítás
remove-circle,törlés-kör
remove-sign,törlés-jel
repeat,ismétlés
resize-full,átméretezés-teljes
resize-horizontal,átméretezés-vízszintes
resize-small,átméretezés-kicsire
resize-vertical,átméretezés-függőleges
retweet,
rgt,
road,út
screenshot,képernyőkép
search,Keresés
share,Megosztás
share-alt,
shopping-cart,bevásárló-kosár
signal,
star,csillag
star-empty,csillag-üres
step-backward,visszalépés
step-forward,előrelépés
stop,Megáll
tag,Címke
tags,Címkék
"target = ""_blank""",
tasks,feladatok
text-height,szöveg-magasság
text-width,szöveg-szélesség
th,
th-large,
th-list,
thumbs-down,hüvelykujj-le
thumbs-up,hüvelykujj-fel
time,Idő
tint,
to,eddig
to filter values between 5 & 10,
trash,Kuka
upload,feltöltés
use % as wildcard,
user,Felhasználó
user_image_show,
value,Érték
values and dates,
values separated by commas,
volume-down,hangerő csökkentés
volume-off,hangerő ki
volume-up,hangerő növelés
warning-sign,figyelmeztető jel
wrench,
yyyy-mm-dd,éééé-hh-nn
zoom-in,Nagyítás
zoom-out,Kicsinyítés
{0} List,{0} lista
{0} added,
{0} already exists,
{0} by {1},
{0} cannot be set for Single types,
{0} does not exist in row {1},
{0} in row {1} cannot have both URL and child items,
{0} is not a valid email id,
{0} is required,
{0} is saved,
{0} must be one of {1},
{0} must be set first,
{0} not a valid State,
{0} not allowed in fieldname {1},
{0} not allowed in name,
{0} not allowed to be renamed,
{0} updated,
{0} {1} already exists,{0} {1} már létezik
"{0} {1} cannot be ""{2}"". It should be one of ""{3}""",
{0} {1} cannot be a leaf node as it has children,
"{0} {1} does not exist, select a new target to merge",
{0} {1} not found,
{0} {1}: Submitted Record cannot be deleted.,
{0}: Cannot set Amend without Cancel,
{0}: Cannot set Assign Amend if not Submittable,
{0}: Cannot set Assign Submit if not Submittable,
{0}: Cannot set Cancel without Submit,
{0}: Cannot set Import without Create,
"{0}: Cannot set Submit, Cancel, Amend without Write",
{0}: Cannot set import as {1} is not importable,
"{0}: Create, Submit, Cancel and Amend only valid at level 0",
{0}: No basic permissions set,
"{0}: Only one rule allowed with the same Role, Level and Apply User Permissions",
{0}: Permission at level 0 must be set before higher levels are set,
{app_title},
